Piloto_ID,Piloto,Año,Carrera,Posición_Salida,Posición_Final,Puntos,Constructor
30,Schumacher,1993,British Grand Prix,3,2,6.0,Benetton
30,Schumacher,1993,German Grand Prix,3,2,6.0,Benetton
30,Schumacher,1993,Hungarian Grand Prix,3,20,0.0,Benetton
30,Schumacher,1993,Belgian Grand Prix,3,2,6.0,Benetton
30,Schumacher,1993,Italian Grand Prix,5,16,0.0,Benetton
30,Schumacher,1993,Portuguese Grand Prix,6,1,10.0,Benetton
30,Schumacher,1993,Japanese Grand Prix,4,22,0.0,Benetton
30,Schumacher,1993,Australian Grand Prix,4,19,0.0,Benetton
30,Schumacher,1992,South African Grand Prix,6,4,3.0,Benetton
30,Schumacher,1992,Mexican Grand Prix,3,3,4.0,Benetton
30,Schumacher,1992,Brazilian Grand Prix,5,3,4.0,Benetton
30,Schumacher,1992,Spanish Grand Prix,2,2,6.0,Benetton
30,Schumacher,1992,San Marino Grand Prix,5,23,0.0,Benetton
30,Schumacher,1992,Monaco Grand Prix,6,4,3.0,Benetton
30,Schumacher,1992,Canadian Grand Prix,5,2,6.0,Benetton
30,Schumacher,1992,French Grand Prix,5,20,0.0,Benetton
30,Schumacher,1992,British Grand Prix,4,4,3.0,Benetton
30,Schumacher,1992,German Grand Prix,6,3,4.0,Benetton
30,Schumacher,1992,Hungarian Grand Prix,4,12,0.0,Benetton
30,Schumacher,1992,Belgian Grand Prix,3,1,10.0,Benetton
30,Schumacher,1992,Italian Grand Prix,6,3,4.0,Benetton
30,Schumacher,1992,Portuguese Grand Prix,5,7,0.0,Benetton
30,Schumacher,1992,Japanese Grand Prix,5,23,0.0,Benetton
30,Schumacher,1992,Australian Grand Prix,5,2,6.0,Benetton
30,Schumacher,1991,Belgian Grand Prix,7,26,0.0,Jordan
30,Schumacher,1991,Italian Grand Prix,7,5,2.0,Benetton
30,Schumacher,1991,Portuguese Grand Prix,10,6,1.0,Benetton
30,Schumacher,1991,Spanish Grand Prix,5,6,1.0,Benetton
30,Schumacher,1991,Japanese Grand Prix,9,14,0.0,Benetton
30,Schumacher,1991,Australian Grand Prix,6,22,0.0,Benetton
4,Alonso,2009,Australian Grand Prix,10,5,4.0,Renault
20,Vettel,2009,Australian Grand Prix,3,13,0.0,Red Bull
1,Hamilton,2009,Australian Grand Prix,18,20,0.0,McLaren
1,Hamilton,2009,Malaysian Grand Prix,12,7,1.0,McLaren
4,Alonso,2009,Malaysian Grand Prix,9,11,0.0,Renault
20,Vettel,2009,Malaysian Grand Prix,13,15,0.0,Red Bull
20,Vettel,2009,Chinese Grand Prix,1,1,10.0,Red Bull
1,Hamilton,2009,Chinese Grand Prix,9,6,3.0,McLaren
4,Alonso,2009,Chinese Grand Prix,2,9,0.0,Renault
20,Vettel,2009,Bahrain Grand Prix,3,2,8.0,Red Bull
1,Hamilton,2009,Bahrain Grand Prix,5,4,5.0,McLaren
4,Alonso,2009,Bahrain Grand Prix,7,8,1.0,Renault
20,Vettel,2009,Spanish Grand Prix,2,4,5.0,Red Bull
4,Alonso,2009,Spanish Grand Prix,8,5,4.0,Renault
1,Hamilton,2009,Spanish Grand Prix,14,9,0.0,McLaren
4,Alonso,2009,Monaco Grand Prix,9,7,2.0,Renault
1,Hamilton,2009,Monaco Grand Prix,19,12,0.0,McLaren
20,Vettel,2009,Monaco Grand Prix,4,18,0.0,Red Bull
20,Vettel,2009,Turkish Grand Prix,1,3,6.0,Red Bull
4,Alonso,2009,Turkish Grand Prix,8,10,0.0,Renault
1,Hamilton,2009,Turkish Grand Prix,16,13,0.0,McLaren
20,Vettel,2009,British Grand Prix,1,1,10.0,Red Bull
4,Alonso,2009,British Grand Prix,10,14,0.0,Renault
1,Hamilton,2009,British Grand Prix,18,16,0.0,McLaren
20,Vettel,2009,German Grand Prix,4,2,8.0,Red Bull
4,Alonso,2009,German Grand Prix,12,7,2.0,Renault
1,Hamilton,2009,German Grand Prix,5,18,0.0,McLaren
1,Hamilton,2009,Hungarian Grand Prix,4,1,10.0,McLaren
20,Vettel,2009,Hungarian Grand Prix,2,17,0.0,Red Bull
4,Alonso,2009,Hungarian Grand Prix,1,18,0.0,Renault
1,Hamilton,2009,European Grand Prix,1,2,8.0,McLaren
4,Alonso,2009,European Grand Prix,8,6,3.0,Renault
20,Vettel,2009,European Grand Prix,4,20,0.0,Red Bull
20,Vettel,2009,Belgian Grand Prix,8,3,6.0,Red Bull
4,Alonso,2009,Belgian Grand Prix,13,15,0.0,Renault
1,Hamilton,2009,Belgian Grand Prix,12,19,0.0,McLaren
4,Alonso,2009,Italian Grand Prix,8,5,4.0,Renault
20,Vettel,2009,Italian Grand Prix,9,8,1.0,Red Bull
1,Hamilton,2009,Italian Grand Prix,1,12,0.0,McLaren
1,Hamilton,2009,Singapore Grand Prix,1,1,10.0,McLaren
4,Alonso,2009,Singapore Grand Prix,5,3,6.0,Renault
20,Vettel,2009,Singapore Grand Prix,2,4,5.0,Red Bull
20,Vettel,2009,Japanese Grand Prix,1,1,10.0,Red Bull
1,Hamilton,2009,Japanese Grand Prix,3,3,6.0,McLaren
4,Alonso,2009,Japanese Grand Prix,16,10,0.0,Renault
1,Hamilton,2009,Brazilian Grand Prix,17,3,6.0,McLaren
20,Vettel,2009,Brazilian Grand Prix,15,4,5.0,Red Bull
4,Alonso,2009,Brazilian Grand Prix,10,20,0.0,Renault
20,Vettel,2009,Abu Dhabi Grand Prix,2,1,10.0,Red Bull
4,Alonso,2009,Abu Dhabi Grand Prix,15,14,0.0,Renault
1,Hamilton,2009,Abu Dhabi Grand Prix,1,19,0.0,McLaren
4,Alonso,2010,Bahrain Grand Prix,3,1,25.0,Ferrari
1,Hamilton,2010,Bahrain Grand Prix,4,3,15.0,McLaren
20,Vettel,2010,Bahrain Grand Prix,1,4,12.0,Red Bull
30,Schumacher,2010,Bahrain Grand Prix,7,6,8.0,Mercedes
4,Alonso,2010,Australian Grand Prix,3,4,12.0,Ferrari
1,Hamilton,2010,Australian Grand Prix,11,6,8.0,McLaren
30,Schumacher,2010,Australian Grand Prix,7,10,1.0,Mercedes
20,Vettel,2010,Australian Grand Prix,1,17,0.0,Red Bull
20,Vettel,2010,Malaysian Grand Prix,3,1,25.0,Red Bull
1,Hamilton,2010,Malaysian Grand Prix,20,6,8.0,McLaren
4,Alonso,2010,Malaysian Grand Prix,19,13,0.0,Ferrari
30,Schumacher,2010,Malaysian Grand Prix,8,21,0.0,Mercedes
1,Hamilton,2010,Chinese Grand Prix,6,2,18.0,McLaren
4,Alonso,2010,Chinese Grand Prix,3,4,12.0,Ferrari
20,Vettel,2010,Chinese Grand Prix,1,6,8.0,Red Bull
30,Schumacher,2010,Chinese Grand Prix,9,10,1.0,Mercedes
4,Alonso,2010,Spanish Grand Prix,4,2,18.0,Ferrari
20,Vettel,2010,Spanish Grand Prix,2,3,15.0,Red Bull
30,Schumacher,2010,Spanish Grand Prix,6,4,12.0,Mercedes
1,Hamilton,2010,Spanish Grand Prix,3,14,0.0,McLaren
20,Vettel,2010,Monaco Grand Prix,3,2,18.0,Red Bull
1,Hamilton,2010,Monaco Grand Prix,5,5,10.0,McLaren
4,Alonso,2010,Monaco Grand Prix,24,6,8.0,Ferrari
30,Schumacher,2010,Monaco Grand Prix,7,12,0.0,Mercedes
1,Hamilton,2010,Turkish Grand Prix,2,1,25.0,McLaren
30,Schumacher,2010,Turkish Grand Prix,5,4,12.0,Mercedes
4,Alonso,2010,Turkish Grand Prix,12,8,4.0,Ferrari
20,Vettel,2010,Turkish Grand Prix,3,22,0.0,Red Bull
1,Hamilton,2010,Canadian Grand Prix,1,1,25.0,McLaren
4,Alonso,2010,Canadian Grand Prix,3,3,15.0,Ferrari
20,Vettel,2010,Canadian Grand Prix,2,4,12.0,Red Bull
30,Schumacher,2010,Canadian Grand Prix,13,11,0.0,Mercedes
20,Vettel,2010,European Grand Prix,1,1,25.0,Red Bull
1,Hamilton,2010,European Grand Prix,3,2,18.0,McLaren
4,Alonso,2010,European Grand Prix,4,8,4.0,Ferrari
30,Schumacher,2010,European Grand Prix,15,15,0.0,Mercedes
1,Hamilton,2010,British Grand Prix,4,2,18.0,McLaren
20,Vettel,2010,British Grand Prix,1,7,6.0,Red Bull
30,Schumacher,2010,British Grand Prix,10,9,2.0,Mercedes
4,Alonso,2010,British Grand Prix,3,14,0.0,Ferrari
4,Alonso,2010,German Grand Prix,2,1,25.0,Ferrari
20,Vettel,2010,German Grand Prix,1,3,15.0,Red Bull
1,Hamilton,2010,German Grand Prix,6,4,12.0,McLaren
30,Schumacher,2010,German Grand Prix,11,9,2.0,Mercedes
4,Alonso,2010,Hungarian Grand Prix,3,2,18.0,Ferrari
20,Vettel,2010,Hungarian Grand Prix,1,3,15.0,Red Bull
30,Schumacher,2010,Hungarian Grand Prix,14,11,0.0,Mercedes
1,Hamilton,2010,Hungarian Grand Prix,5,20,0.0,McLaren
1,Hamilton,2010,Belgian Grand Prix,2,1,25.0,McLaren
30,Schumacher,2010,Belgian Grand Prix,21,7,6.0,Mercedes
20,Vettel,2010,Belgian Grand Prix,4,15,0.0,Red Bull
4,Alonso,2010,Belgian Grand Prix,10,21,0.0,Ferrari
4,Alonso,2010,Italian Grand Prix,1,1,25.0,Ferrari
20,Vettel,2010,Italian Grand Prix,6,4,12.0,Red Bull
30,Schumacher,2010,Italian Grand Prix,12,9,2.0,Mercedes
1,Hamilton,2010,Italian Grand Prix,5,23,0.0,McLaren
4,Alonso,2010,Singapore Grand Prix,1,1,25.0,Ferrari
20,Vettel,2010,Singapore Grand Prix,2,2,18.0,Red Bull
30,Schumacher,2010,Singapore Grand Prix,9,13,0.0,Mercedes
1,Hamilton,2010,Singapore Grand Prix,3,19,0.0,McLaren
20,Vettel,2010,Japanese Grand Prix,1,1,25.0,Red Bull
4,Alonso,2010,Japanese Grand Prix,4,3,15.0,Ferrari
1,Hamilton,2010,Japanese Grand Prix,8,5,10.0,McLaren
30,Schumacher,2010,Japanese Grand Prix,10,6,8.0,Mercedes
4,Alonso,2010,Korean Grand Prix,3,1,25.0,Ferrari
1,Hamilton,2010,Korean Grand Prix,4,2,18.0,McLaren
30,Schumacher,2010,Korean Grand Prix,9,4,12.0,Mercedes
20,Vettel,2010,Korean Grand Prix,1,17,0.0,Red Bull
20,Vettel,2010,Brazilian Grand Prix,2,1,25.0,Red Bull
4,Alonso,2010,Brazilian Grand Prix,5,3,15.0,Ferrari
1,Hamilton,2010,Brazilian Grand Prix,4,4,12.0,McLaren
30,Schumacher,2010,Brazilian Grand Prix,8,7,6.0,Mercedes
20,Vettel,2010,Abu Dhabi Grand Prix,1,1,25.0,Red Bull
1,Hamilton,2010,Abu Dhabi Grand Prix,2,2,18.0,McLaren
4,Alonso,2010,Abu Dhabi Grand Prix,3,7,6.0,Ferrari
30,Schumacher,2010,Abu Dhabi Grand Prix,8,23,0.0,Mercedes
20,Vettel,2011,Australian Grand Prix,1,1,25.0,Red Bull
1,Hamilton,2011,Australian Grand Prix,2,2,18.0,McLaren
4,Alonso,2011,Australian Grand Prix,5,4,12.0,Ferrari
30,Schumacher,2011,Australian Grand Prix,11,19,0.0,Mercedes
20,Vettel,2011,Malaysian Grand Prix,1,1,25.0,Red Bull
4,Alonso,2011,Malaysian Grand Prix,5,6,8.0,Ferrari
1,Hamilton,2011,Malaysian Grand Prix,2,8,4.0,McLaren
30,Schumacher,2011,Malaysian Grand Prix,11,9,2.0,Mercedes
1,Hamilton,2011,Chinese Grand Prix,3,1,25.0,McLaren
20,Vettel,2011,Chinese Grand Prix,1,2,18.0,Red Bull
4,Alonso,2011,Chinese Grand Prix,5,7,6.0,Ferrari
30,Schumacher,2011,Chinese Grand Prix,14,8,4.0,Mercedes
20,Vettel,2011,Turkish Grand Prix,1,1,25.0,Red Bull
4,Alonso,2011,Turkish Grand Prix,5,3,15.0,Ferrari
1,Hamilton,2011,Turkish Grand Prix,4,4,12.0,McLaren
30,Schumacher,2011,Turkish Grand Prix,8,12,0.0,Mercedes
20,Vettel,2011,Spanish Grand Prix,2,1,25.0,Red Bull
1,Hamilton,2011,Spanish Grand Prix,3,2,18.0,McLaren
4,Alonso,2011,Spanish Grand Prix,4,5,10.0,Ferrari
30,Schumacher,2011,Spanish Grand Prix,10,6,8.0,Mercedes
20,Vettel,2011,Monaco Grand Prix,1,1,25.0,Red Bull
4,Alonso,2011,Monaco Grand Prix,4,2,18.0,Ferrari
1,Hamilton,2011,Monaco Grand Prix,9,6,8.0,McLaren
30,Schumacher,2011,Monaco Grand Prix,5,22,0.0,Mercedes
20,Vettel,2011,Canadian Grand Prix,1,2,18.0,Red Bull
30,Schumacher,2011,Canadian Grand Prix,8,4,12.0,Mercedes
4,Alonso,2011,Canadian Grand Prix,2,22,0.0,Ferrari
1,Hamilton,2011,Canadian Grand Prix,5,24,0.0,McLaren
20,Vettel,2011,European Grand Prix,1,1,25.0,Red Bull
4,Alonso,2011,European Grand Prix,4,2,18.0,Ferrari
1,Hamilton,2011,European Grand Prix,3,4,12.0,McLaren
30,Schumacher,2011,European Grand Prix,8,17,0.0,Mercedes
4,Alonso,2011,British Grand Prix,3,1,25.0,Ferrari
20,Vettel,2011,British Grand Prix,2,2,18.0,Red Bull
1,Hamilton,2011,British Grand Prix,10,4,12.0,McLaren
30,Schumacher,2011,British Grand Prix,13,9,2.0,Mercedes
1,Hamilton,2011,German Grand Prix,2,1,25.0,McLaren
4,Alonso,2011,German Grand Prix,4,2,18.0,Ferrari
20,Vettel,2011,German Grand Prix,3,4,12.0,Red Bull
30,Schumacher,2011,German Grand Prix,10,8,4.0,Mercedes
20,Vettel,2011,Hungarian Grand Prix,1,2,18.0,Red Bull
4,Alonso,2011,Hungarian Grand Prix,5,3,15.0,Ferrari
1,Hamilton,2011,Hungarian Grand Prix,2,4,12.0,McLaren
30,Schumacher,2011,Hungarian Grand Prix,9,22,0.0,Mercedes
20,Vettel,2011,Belgian Grand Prix,1,1,25.0,Red Bull
4,Alonso,2011,Belgian Grand Prix,8,4,12.0,Ferrari
30,Schumacher,2011,Belgian Grand Prix,24,5,10.0,Mercedes
1,Hamilton,2011,Belgian Grand Prix,2,22,0.0,McLaren
20,Vettel,2011,Italian Grand Prix,1,1,25.0,Red Bull
4,Alonso,2011,Italian Grand Prix,4,3,15.0,Ferrari
1,Hamilton,2011,Italian Grand Prix,2,4,12.0,McLaren
30,Schumacher,2011,Italian Grand Prix,8,5,10.0,Mercedes
20,Vettel,2011,Singapore Grand Prix,1,1,25.0,Red Bull
4,Alonso,2011,Singapore Grand Prix,5,4,12.0,Ferrari
1,Hamilton,2011,Singapore Grand Prix,4,5,10.0,McLaren
30,Schumacher,2011,Singapore Grand Prix,8,23,0.0,Mercedes
4,Alonso,2011,Japanese Grand Prix,5,2,18.0,Ferrari
20,Vettel,2011,Japanese Grand Prix,1,3,15.0,Red Bull
1,Hamilton,2011,Japanese Grand Prix,3,5,10.0,McLaren
30,Schumacher,2011,Japanese Grand Prix,8,6,8.0,Mercedes
20,Vettel,2011,Korean Grand Prix,2,1,25.0,Red Bull
1,Hamilton,2011,Korean Grand Prix,1,2,18.0,McLaren
4,Alonso,2011,Korean Grand Prix,6,5,10.0,Ferrari
30,Schumacher,2011,Korean Grand Prix,12,24,0.0,Mercedes
20,Vettel,2011,Indian Grand Prix,1,1,25.0,Red Bull
4,Alonso,2011,Indian Grand Prix,3,3,15.0,Ferrari
30,Schumacher,2011,Indian Grand Prix,11,5,10.0,Mercedes
1,Hamilton,2011,Indian Grand Prix,5,7,6.0,McLaren
1,Hamilton,2011,Abu Dhabi Grand Prix,2,1,25.0,McLaren
4,Alonso,2011,Abu Dhabi Grand Prix,5,2,18.0,Ferrari
30,Schumacher,2011,Abu Dhabi Grand Prix,8,7,6.0,Mercedes
20,Vettel,2011,Abu Dhabi Grand Prix,1,24,0.0,Red Bull
20,Vettel,2011,Brazilian Grand Prix,1,2,18.0,Red Bull
4,Alonso,2011,Brazilian Grand Prix,5,4,12.0,Ferrari
30,Schumacher,2011,Brazilian Grand Prix,10,15,0.0,Mercedes
1,Hamilton,2011,Brazilian Grand Prix,4,22,0.0,McLaren
20,Vettel,2012,Australian Grand Prix,6,2,18.0,Red Bull
1,Hamilton,2012,Australian Grand Prix,1,3,15.0,McLaren
4,Alonso,2012,Australian Grand Prix,12,5,10.0,Ferrari
30,Schumacher,2012,Australian Grand Prix,4,20,0.0,Mercedes
4,Alonso,2012,Malaysian Grand Prix,8,1,25.0,Ferrari
1,Hamilton,2012,Malaysian Grand Prix,1,3,15.0,McLaren
30,Schumacher,2012,Malaysian Grand Prix,3,10,1.0,Mercedes
20,Vettel,2012,Malaysian Grand Prix,5,11,0.0,Red Bull
1,Hamilton,2012,Chinese Grand Prix,7,3,15.0,McLaren
20,Vettel,2012,Chinese Grand Prix,11,5,10.0,Red Bull
4,Alonso,2012,Chinese Grand Prix,9,9,2.0,Ferrari
30,Schumacher,2012,Chinese Grand Prix,2,24,0.0,Mercedes
20,Vettel,2012,Bahrain Grand Prix,1,1,25.0,Red Bull
4,Alonso,2012,Bahrain Grand Prix,9,7,6.0,Ferrari
1,Hamilton,2012,Bahrain Grand Prix,2,8,4.0,McLaren
30,Schumacher,2012,Bahrain Grand Prix,22,10,1.0,Mercedes
4,Alonso,2012,Spanish Grand Prix,2,2,18.0,Ferrari
20,Vettel,2012,Spanish Grand Prix,7,6,8.0,Red Bull
1,Hamilton,2012,Spanish Grand Prix,24,8,4.0,McLaren
30,Schumacher,2012,Spanish Grand Prix,8,24,0.0,Mercedes
4,Alonso,2012,Monaco Grand Prix,5,3,15.0,Ferrari
20,Vettel,2012,Monaco Grand Prix,9,4,12.0,Red Bull
1,Hamilton,2012,Monaco Grand Prix,3,5,10.0,McLaren
30,Schumacher,2012,Monaco Grand Prix,6,19,0.0,Mercedes
1,Hamilton,2012,Canadian Grand Prix,2,1,25.0,McLaren
20,Vettel,2012,Canadian Grand Prix,1,4,12.0,Red Bull
4,Alonso,2012,Canadian Grand Prix,3,5,10.0,Ferrari
30,Schumacher,2012,Canadian Grand Prix,9,22,0.0,Mercedes
4,Alonso,2012,European Grand Prix,11,1,25.0,Ferrari
30,Schumacher,2012,European Grand Prix,12,3,15.0,Mercedes
1,Hamilton,2012,European Grand Prix,2,19,0.0,McLaren
20,Vettel,2012,European Grand Prix,1,21,0.0,Red Bull
4,Alonso,2012,British Grand Prix,1,2,18.0,Ferrari
20,Vettel,2012,British Grand Prix,4,3,15.0,Red Bull
30,Schumacher,2012,British Grand Prix,3,7,6.0,Mercedes
1,Hamilton,2012,British Grand Prix,8,8,4.0,McLaren
4,Alonso,2012,German Grand Prix,1,1,25.0,Ferrari
20,Vettel,2012,German Grand Prix,2,5,10.0,Red Bull
30,Schumacher,2012,German Grand Prix,3,7,6.0,Mercedes
1,Hamilton,2012,German Grand Prix,7,24,0.0,McLaren
1,Hamilton,2012,Hungarian Grand Prix,1,1,25.0,McLaren
20,Vettel,2012,Hungarian Grand Prix,3,4,12.0,Red Bull
4,Alonso,2012,Hungarian Grand Prix,6,5,10.0,Ferrari
30,Schumacher,2012,Hungarian Grand Prix,17,24,0.0,Mercedes
20,Vettel,2012,Belgian Grand Prix,10,2,18.0,Red Bull
30,Schumacher,2012,Belgian Grand Prix,13,7,6.0,Mercedes
4,Alonso,2012,Belgian Grand Prix,5,22,0.0,Ferrari
1,Hamilton,2012,Belgian Grand Prix,7,23,0.0,McLaren
1,Hamilton,2012,Italian Grand Prix,1,1,25.0,McLaren
4,Alonso,2012,Italian Grand Prix,10,3,15.0,Ferrari
30,Schumacher,2012,Italian Grand Prix,4,6,8.0,Mercedes
20,Vettel,2012,Italian Grand Prix,5,22,0.0,Red Bull
20,Vettel,2012,Singapore Grand Prix,3,1,25.0,Red Bull
4,Alonso,2012,Singapore Grand Prix,5,3,15.0,Ferrari
30,Schumacher,2012,Singapore Grand Prix,9,21,0.0,Mercedes
1,Hamilton,2012,Singapore Grand Prix,1,24,0.0,McLaren
20,Vettel,2012,Japanese Grand Prix,1,1,25.0,Red Bull
1,Hamilton,2012,Japanese Grand Prix,9,5,10.0,McLaren
30,Schumacher,2012,Japanese Grand Prix,23,11,0.0,Mercedes
4,Alonso,2012,Japanese Grand Prix,6,23,0.0,Ferrari
20,Vettel,2012,Korean Grand Prix,2,1,25.0,Red Bull
4,Alonso,2012,Korean Grand Prix,4,3,15.0,Ferrari
1,Hamilton,2012,Korean Grand Prix,3,10,1.0,McLaren
30,Schumacher,2012,Korean Grand Prix,10,13,0.0,Mercedes
20,Vettel,2012,Indian Grand Prix,1,1,25.0,Red Bull
4,Alonso,2012,Indian Grand Prix,5,2,18.0,Ferrari
1,Hamilton,2012,Indian Grand Prix,3,4,12.0,McLaren
30,Schumacher,2012,Indian Grand Prix,14,22,0.0,Mercedes
4,Alonso,2012,Abu Dhabi Grand Prix,6,2,18.0,Ferrari
20,Vettel,2012,Abu Dhabi Grand Prix,24,3,15.0,Red Bull
30,Schumacher,2012,Abu Dhabi Grand Prix,13,11,0.0,Mercedes
1,Hamilton,2012,Abu Dhabi Grand Prix,1,21,0.0,McLaren
1,Hamilton,2012,United States Grand Prix,2,1,25.0,McLaren
20,Vettel,2012,United States Grand Prix,1,2,18.0,Red Bull
4,Alonso,2012,United States Grand Prix,7,3,15.0,Ferrari
30,Schumacher,2012,United States Grand Prix,5,16,0.0,Mercedes
4,Alonso,2012,Brazilian Grand Prix,7,2,18.0,Ferrari
20,Vettel,2012,Brazilian Grand Prix,4,6,8.0,Red Bull
30,Schumacher,2012,Brazilian Grand Prix,13,7,6.0,Mercedes
1,Hamilton,2012,Brazilian Grand Prix,1,20,0.0,McLaren
4,Alonso,2013,Australian Grand Prix,5,2,18.0,Ferrari
20,Vettel,2013,Australian Grand Prix,1,3,15.0,Red Bull
1,Hamilton,2013,Australian Grand Prix,3,5,10.0,Mercedes
20,Vettel,2013,Malaysian Grand Prix,1,1,25.0,Red Bull
1,Hamilton,2013,Malaysian Grand Prix,4,3,15.0,Mercedes
4,Alonso,2013,Malaysian Grand Prix,3,22,0.0,Ferrari
4,Alonso,2013,Chinese Grand Prix,3,1,25.0,Ferrari
1,Hamilton,2013,Chinese Grand Prix,1,3,15.0,Mercedes
20,Vettel,2013,Chinese Grand Prix,9,4,12.0,Red Bull
20,Vettel,2013,Bahrain Grand Prix,2,1,25.0,Red Bull
1,Hamilton,2013,Bahrain Grand Prix,9,5,10.0,Mercedes
4,Alonso,2013,Bahrain Grand Prix,3,8,4.0,Ferrari
4,Alonso,2013,Spanish Grand Prix,5,1,25.0,Ferrari
20,Vettel,2013,Spanish Grand Prix,3,4,12.0,Red Bull
1,Hamilton,2013,Spanish Grand Prix,2,12,0.0,Mercedes
20,Vettel,2013,Monaco Grand Prix,3,2,18.0,Red Bull
1,Hamilton,2013,Monaco Grand Prix,2,4,12.0,Mercedes
4,Alonso,2013,Monaco Grand Prix,6,7,6.0,Ferrari
20,Vettel,2013,Canadian Grand Prix,1,1,25.0,Red Bull
4,Alonso,2013,Canadian Grand Prix,6,2,18.0,Ferrari
1,Hamilton,2013,Canadian Grand Prix,2,3,15.0,Mercedes
4,Alonso,2013,British Grand Prix,9,3,15.0,Ferrari
1,Hamilton,2013,British Grand Prix,1,4,12.0,Mercedes
20,Vettel,2013,British Grand Prix,3,21,0.0,Red Bull
20,Vettel,2013,German Grand Prix,2,1,25.0,Red Bull
4,Alonso,2013,German Grand Prix,8,4,12.0,Ferrari
1,Hamilton,2013,German Grand Prix,1,5,10.0,Mercedes
1,Hamilton,2013,Hungarian Grand Prix,1,1,25.0,Mercedes
20,Vettel,2013,Hungarian Grand Prix,2,3,15.0,Red Bull
4,Alonso,2013,Hungarian Grand Prix,5,5,10.0,Ferrari
20,Vettel,2013,Belgian Grand Prix,2,1,25.0,Red Bull
4,Alonso,2013,Belgian Grand Prix,9,2,18.0,Ferrari
1,Hamilton,2013,Belgian Grand Prix,1,3,15.0,Mercedes
20,Vettel,2013,Italian Grand Prix,1,1,25.0,Red Bull
4,Alonso,2013,Italian Grand Prix,5,2,18.0,Ferrari
1,Hamilton,2013,Italian Grand Prix,12,9,2.0,Mercedes
20,Vettel,2013,Singapore Grand Prix,1,1,25.0,Red Bull
4,Alonso,2013,Singapore Grand Prix,7,2,18.0,Ferrari
1,Hamilton,2013,Singapore Grand Prix,5,5,10.0,Mercedes
20,Vettel,2013,Korean Grand Prix,1,1,25.0,Red Bull
1,Hamilton,2013,Korean Grand Prix,2,5,10.0,Mercedes
4,Alonso,2013,Korean Grand Prix,5,6,8.0,Ferrari
20,Vettel,2013,Japanese Grand Prix,2,1,25.0,Red Bull
4,Alonso,2013,Japanese Grand Prix,8,4,12.0,Ferrari
1,Hamilton,2013,Japanese Grand Prix,3,20,0.0,Mercedes
20,Vettel,2013,Indian Grand Prix,1,1,25.0,Red Bull
1,Hamilton,2013,Indian Grand Prix,3,6,8.0,Mercedes
4,Alonso,2013,Indian Grand Prix,8,11,0.0,Ferrari
20,Vettel,2013,Abu Dhabi Grand Prix,2,1,25.0,Red Bull
4,Alonso,2013,Abu Dhabi Grand Prix,10,5,10.0,Ferrari
1,Hamilton,2013,Abu Dhabi Grand Prix,4,7,6.0,Mercedes
20,Vettel,2013,United States Grand Prix,1,1,25.0,Red Bull
1,Hamilton,2013,United States Grand Prix,5,4,12.0,Mercedes
4,Alonso,2013,United States Grand Prix,6,5,10.0,Ferrari
20,Vettel,2013,Brazilian Grand Prix,1,1,25.0,Red Bull
4,Alonso,2013,Brazilian Grand Prix,3,3,15.0,Ferrari
1,Hamilton,2013,Brazilian Grand Prix,5,9,2.0,Mercedes
4,Alonso,2014,Australian Grand Prix,5,4,12.0,Ferrari
20,Vettel,2014,Australian Grand Prix,12,18,0.0,Red Bull
1,Hamilton,2014,Australian Grand Prix,1,19,0.0,Mercedes
1,Hamilton,2014,Malaysian Grand Prix,1,1,25.0,Mercedes
20,Vettel,2014,Malaysian Grand Prix,2,3,15.0,Red Bull
4,Alonso,2014,Malaysian Grand Prix,4,4,12.0,Ferrari
1,Hamilton,2014,Bahrain Grand Prix,2,1,25.0,Mercedes
20,Vettel,2014,Bahrain Grand Prix,10,6,8.0,Red Bull
4,Alonso,2014,Bahrain Grand Prix,9,9,2.0,Ferrari
1,Hamilton,2014,Chinese Grand Prix,1,1,25.0,Mercedes
4,Alonso,2014,Chinese Grand Prix,5,3,15.0,Ferrari
20,Vettel,2014,Chinese Grand Prix,3,5,10.0,Red Bull
1,Hamilton,2014,Spanish Grand Prix,1,1,25.0,Mercedes
20,Vettel,2014,Spanish Grand Prix,15,4,12.0,Red Bull
4,Alonso,2014,Spanish Grand Prix,7,6,8.0,Ferrari
1,Hamilton,2014,Monaco Grand Prix,2,2,18.0,Mercedes
4,Alonso,2014,Monaco Grand Prix,5,4,12.0,Ferrari
20,Vettel,2014,Monaco Grand Prix,4,20,0.0,Red Bull
20,Vettel,2014,Canadian Grand Prix,3,3,15.0,Red Bull
4,Alonso,2014,Canadian Grand Prix,7,6,8.0,Ferrari
1,Hamilton,2014,Canadian Grand Prix,2,17,0.0,Mercedes
1,Hamilton,2014,Austrian Grand Prix,9,2,18.0,Mercedes
4,Alonso,2014,Austrian Grand Prix,4,5,10.0,Ferrari
20,Vettel,2014,Austrian Grand Prix,12,21,0.0,Red Bull
1,Hamilton,2014,British Grand Prix,6,1,25.0,Mercedes
20,Vettel,2014,British Grand Prix,2,5,10.0,Red Bull
4,Alonso,2014,British Grand Prix,16,6,8.0,Ferrari
1,Hamilton,2014,German Grand Prix,20,3,15.0,Mercedes
20,Vettel,2014,German Grand Prix,6,4,12.0,Red Bull
4,Alonso,2014,German Grand Prix,7,5,10.0,Ferrari
